CustomerID,Recency,Frequency,Monetary,AvgOrderValue,R_Score,F_Score,M_Score,RFM_Score,Segment
12482.0,212,29,23691.4,116.1343137254902,1,5,5,155,At Risk
12483.0,14,11,2635.6,41.18125,5,5,5,555,Champions
12484.0,119,6,1828.43,14.173875968992249,2,4,4,244,At Risk
12485.0,165,1,708.1,20.826470588235296,2,1,3,213,Cannot Lose Them
12486.0,67,1,1037.28,21.168979591836734,3,1,4,314,Potential Loyalists
12487.0,366,1,285.29999999999995,142.64999999999998,1,1,2,112,Lost Customers
12490.0,14,11,4405.71,20.302811059907835,5,5,5,555,Champions
12492.0,39,1,452.0,20.545454545454547,3,1,2,312,Others
12494.0,1,3,626.77,18.43441176470588,5,3,3,533,Loyal Customers
12495.0,276,1,357.4,21.023529411764706,1,1,2,112,Lost Customers
12496.0,256,2,54.09,4.160769230769231,1,2,1,121,Lost Customers
12497.0,36,2,5205.400000000001,121.05581395348838,4,2,5,425,New Customers
12499.0,196,1,393.72,14.582222222222223,1,1,2,112,Lost Customers
12500.0,71,8,1697.39,19.96929411764706,3,5,4,354,Loyal Customers
12503.0,220,1,1126.0,563.0,1,1,4,114,Cannot Lose Them
12504.0,53,2,297.0,27.0,3,2,2,322,Others
12505.0,44,1,955.2,22.742857142857144,3,1,3,313,Potential Loyalists
12507.0,220,1,539.25,19.258928571428573,1,1,3,113,Cannot Lose Them
12510.0,95,7,4195.45,37.459375,2,5,5,255,At Risk
12511.0,64,1,3084.02,16.231684210526314,3,1,5,315,Potential Loyalists
12514.0,277,1,580.08,17.578181818181818,1,1,3,113,Cannot Lose Them
12516.0,66,2,1336.56,27.845,3,2,4,324,Potential Loyalists
12519.0,112,1,385.7,17.53181818181818,2,1,2,212,Lost Customers
12523.0,10,12,2582.38,17.933194444444446,5,5,5,555,Champions
12524.0,24,9,6640.39,69.17072916666667,4,5,5,455,Champions
12525.0,134,3,973.73,16.228833333333334,2,3,3,233,At Risk
12527.0,130,2,386.8,27.62857142857143,2,2,2,222,Lost Customers
12529.0,164,1,316.48,15.07047619047619,2,1,2,212,Lost Customers
12530.0,51,5,2096.98,22.793260869565216,3,4,4,344,Loyal Customers
12531.0,322,1,1807.98,16.43618181818182,1,1,4,114,Cannot Lose Them
12533.0,263,2,1367.89,18.998472222222222,1,2,4,124,Cannot Lose Them
12537.0,44,1,732.94,17.04511627906977,3,1,3,313,Potential Loyalists
12538.0,14,1,276.5,21.26923076923077,5,1,2,512,New Customers
12539.0,86,3,5646.400000000001,24.443290043290045,2,3,5,235,At Risk
12540.0,14,16,8854.25,30.21928327645051,5,5,5,555,Champions
12542.0,120,2,481.88,12.355897435897436,2,2,2,222,Lost Customers
12543.0,84,1,980.25,22.796511627906977,2,1,3,213,Cannot Lose Them
12547.0,136,1,175.78,13.521538461538462,2,1,1,211,Lost Customers
12549.0,211,6,1575.68,32.15673469387755,1,4,4,144,At Risk
12553.0,21,2,916.47,19.49936170212766,4,2,3,423,New Customers
12554.0,84,1,468.5,18.01923076923077,2,1,2,212,Lost Customers
12555.0,318,1,129.23,129.23,1,1,1,111,Lost Customers
12557.0,7,4,6725.18,269.0072,5,4,5,545,Champions
12562.0,21,2,1185.18,30.38923076923077,4,2,4,424,New Customers
12563.0,44,1,249.24,19.172307692307694,3,1,1,311,Others
12567.0,3,7,4308.58,22.324248704663212,5,5,5,555,Champions
12568.0,280,1,70.0,14.0,1,1,1,111,Lost Customers
12570.0,318,1,77.52,77.52,1,1,1,111,Lost Customers
12573.0,17,4,556.87,6.11945054945055,4,4,3,443,Loyal Customers
12575.0,93,2,622.8199999999999,16.389999999999997,2,2,3,223,Cannot Lose Them
12576.0,28,3,826.89,15.312777777777777,4,3,3,433,Loyal Customers
12577.0,17,5,995.9499999999999,6.425483870967741,4,4,4,444,Champions
12578.0,21,2,1847.94,31.861034482758622,4,2,4,424,New Customers
12580.0,212,1,637.2,18.741176470588236,1,1,3,113,Cannot Lose Them
12582.0,58,2,1469.04,18.136296296296297,3,2,4,324,Potential Loyalists
12583.0,9,13,7166.0599999999995,32.72173515981735,5,5,5,555,Champions
12586.0,10,3,1865.73,22.47867469879518,5,3,4,534,Loyal Customers
12588.0,35,3,743.88,20.663333333333334,4,3,3,433,Loyal Customers
12589.0,57,6,4048.98,27.924,3,4,5,345,Loyal Customers
12591.0,26,2,899.3,20.91395348837209,4,2,3,423,New Customers
12592.0,155,3,2145.06,34.04857142857143,2,3,4,234,At Risk
12594.0,14,5,1751.89,21.628271604938273,5,4,4,544,Champions
12595.0,140,1,299.02,15.737894736842104,2,1,2,212,Lost Customers
12598.0,99,3,1511.01,20.419054054054055,2,3,4,234,At Risk
12599.0,17,6,1264.14,17.804788732394368,4,4,4,444,Champions
12600.0,7,12,2444.88,35.95411764705882,5,5,5,555,Champions
12601.0,40,1,104.19999999999999,17.366666666666664,3,1,1,311,Others
12605.0,12,4,1232.95,16.223026315789475,5,4,4,544,Champions
12606.0,318,1,21.0,21.0,1,1,1,111,Lost Customers
12608.0,40,1,415.79,25.986875,3,1,2,312,Others
12609.0,10,6,2309.01,20.078347826086958,5,4,5,545,Champions
12613.0,24,5,3490.69,20.061436781609196,4,4,5,445,Champions
12615.0,49,4,3449.79,20.907818181818183,3,4,5,345,Loyal Customers
12616.0,24,1,417.8,18.990909090909092,4,1,2,412,New Customers
12619.0,196,1,140.14,14.014,1,1,1,111,Lost Customers
12621.0,1,16,11086.14,36.5879207920792,5,5,5,555,Champions
12623.0,52,6,3442.7400000000002,22.211225806451615,3,4,5,345,Loyal Customers
12625.0,145,2,2481.06,25.577938144329895,2,2,5,225,Cannot Lose Them
12629.0,21,2,1558.22,34.62711111111111,4,2,4,424,New Customers
12631.0,92,5,2841.07,18.69125,2,4,5,245,At Risk
12632.0,156,2,804.88,22.99657142857143,2,2,3,223,Cannot Lose Them
12633.0,18,3,3514.18,17.142341463414635,4,3,5,435,Loyal Customers
12634.0,171,2,490.0,24.5,2,2,2,222,Lost Customers
12635.0,28,2,1241.23,15.913205128205128,4,2,4,424,New Customers
12636.0,374,1,141.0,141.0,1,1,1,111,Lost Customers
12637.0,14,4,2318.41,9.462897959183673,5,4,5,545,Champions
12638.0,275,1,249.8,27.755555555555556,1,1,1,111,Lost Customers
12639.0,70,2,826.27,19.673095238095236,3,2,3,323,Potential Loyalists
12643.0,21,6,5005.78,178.77785714285713,4,4,5,445,Champions
12644.0,66,3,1440.58,18.00725,3,3,4,334,Loyal Customers
12645.0,45,4,1764.12,20.277241379310343,3,4,4,344,Loyal Customers
12647.0,3,27,14201.53,33.10379953379954,5,5,5,555,Champions
12648.0,73,3,793.95,18.044318181818184,2,3,3,233,At Risk
12649.0,18,5,1671.1399999999999,19.208505747126434,4,4,4,444,Champions
12651.0,14,3,263.75,12.55952380952381,5,3,2,532,Others
12652.0,70,1,97.05000000000001,32.35,3,1,1,311,Others
12653.0,162,1,1950.98,45.37162790697675,2,1,4,214,Cannot Lose Them
12655.0,59,1,261.35,16.334375,3,1,2,312,Others
12656.0,61,3,2356.66,19.476528925619835,3,3,5,335,Loyal Customers
12661.0,72,1,162.0,14.727272727272727,2,1,1,211,Lost Customers
12662.0,9,10,3138.2400000000002,17.830909090909092,5,5,5,555,Champions
12663.0,260,2,239.4,23.94,1,2,1,121,Lost Customers
12664.0,150,2,1188.16,148.52,2,2,4,224,Cannot Lose Them
12665.0,53,2,250.6,17.9,3,2,1,321,Others
12666.0,30,1,1248.42,40.27161290322581,4,1,4,414,New Customers
12668.0,14,6,7637.53,20.20510582010582,5,4,5,545,Champions
12670.0,21,2,764.24,33.22782608695652,4,2,3,423,New Customers
12671.0,242,1,2622.481,58.27735555555556,1,1,5,115,Cannot Lose Them
12672.0,231,1,211.15,17.595833333333335,1,1,1,111,Lost Customers
12673.0,37,1,619.5,19.359375,3,1,3,313,Potential Loyalists
12675.0,189,2,958.5,8.482300884955752,1,2,3,123,Cannot Lose Them
12676.0,44,5,1511.7,24.38225806451613,3,4,4,344,Loyal Customers
12677.0,191,2,395.1,18.814285714285717,1,2,2,122,Lost Customers
12678.0,11,9,16652.72,78.92284360189574,5,5,5,555,Champions
12681.0,3,24,17080.74,20.65385731559855,5,5,5,555,Champions
12682.0,1,23,11745.69,22.851536964980546,5,5,5,555,Champions
12683.0,1,8,4220.21,21.42238578680203,5,5,5,555,Champions
12686.0,7,1,89.14,12.734285714285715,5,1,1,511,New Customers
12687.0,116,2,2138.91,16.97547619047619,2,2,4,224,Cannot Lose Them
12691.0,56,1,134.6,19.228571428571428,3,1,1,311,Others
12692.0,273,1,110.95,8.534615384615385,1,1,1,111,Lost Customers
12693.0,32,3,847.11,21.17775,4,3,3,433,Loyal Customers
12694.0,57,1,973.68,21.16695652173913,3,1,3,313,Potential Loyalists
12695.0,164,3,825.02,25.781875,2,3,3,233,At Risk
12696.0,70,2,851.91,17.38591836734694,3,2,3,323,Potential Loyalists
12698.0,226,1,339.75,21.234375,1,1,2,112,Lost Customers
12699.0,53,1,638.11,15.563658536585367,3,1,3,313,Potential Loyalists
12701.0,165,4,1648.7,17.53936170212766,2,4,4,244,At Risk
12703.0,269,3,722.98,13.641132075471699,1,3,3,133,At Risk
12705.0,19,5,4893.81,18.467207547169814,4,4,5,445,Champions
12708.0,4,9,2601.19,17.00124183006536,5,5,5,555,Champions
12709.0,2,20,21356.82,73.13979452054794,5,5,5,555,Champions
12711.0,247,2,1339.05,22.3175,1,2,4,124,Cannot Lose Them
12712.0,1,10,2797.53,19.563146853146854,5,5,5,555,Champions
12714.0,24,7,9384.85,21.47562929061785,4,5,5,455,Champions
12717.0,226,1,277.93,17.370625,1,1,2,112,Lost Customers
12720.0,5,6,2478.94,15.99316129032258,5,4,5,545,Champions
12721.0,21,2,1356.95,17.39679487179487,4,2,4,424,New Customers
12724.0,19,3,1286.11,16.9225,4,3,4,434,Loyal Customers
12725.0,7,4,2266.76,21.384528301886796,5,4,5,545,Champions
12726.0,23,4,1405.5,25.554545454545455,4,4,4,444,Champions
12727.0,78,3,1698.8300000000002,26.544218750000002,2,3,4,234,At Risk
12728.0,19,1,233.84,15.589333333333334,4,1,1,411,New Customers
12730.0,157,1,829.25,17.643617021276597,2,1,3,213,Cannot Lose Them
12731.0,78,5,6879.8,57.813445378151265,2,4,5,245,At Risk
12733.0,25,3,2040.92,15.117925925925926,4,3,4,434,Loyal Customers
12734.0,10,2,529.25,35.28333333333333,5,2,3,523,New Customers
12737.0,134,2,3710.5,1855.25,2,2,5,225,Cannot Lose Them
12738.0,8,1,155.35,14.122727272727273,5,1,1,511,New Customers
12739.0,21,2,1713.69,33.60176470588235,4,2,4,424,New Customers
12741.0,165,2,406.07,25.379375,2,2,2,222,Lost Customers
12742.0,261,1,1201.52,17.933134328358207,1,1,4,114,Cannot Lose Them
12744.0,95,4,4037.77,34.5108547008547,2,4,5,245,At Risk
12745.0,122,3,925.41,40.235217391304346,2,3,3,233,At Risk
12746.0,176,1,254.55,14.973529411764707,2,1,2,212,Lost Customers
12747.0,5,16,5080.53,32.99045454545455,5,5,5,555,Champions
12748.0,1,144,22879.66,8.689578427649069,5,5,5,555,Champions
12749.0,35,4,2806.48,20.1905035971223,4,4,5,445,Champions
12751.0,80,1,268.27,4.326935483870967,2,1,2,212,Lost Customers
12755.0,1,10,5218.709999999999,86.97849999999998,5,5,5,555,Champions
12758.0,95,5,7111.650000000001,32.924305555555556,2,4,5,245,At Risk
12759.0,22,5,3489.3,16.856521739130436,4,4,5,445,Champions
12760.0,91,1,347.8,16.561904761904763,2,1,2,212,Lost Customers
12761.0,93,2,782.95,28.99814814814815,2,2,3,223,Cannot Lose Them
12763.0,5,1,320.08,20.005,5,1,2,512,New Customers
12765.0,108,6,1404.58,20.65558823529412,2,4,4,244,At Risk
12766.0,2,3,3078.65,21.232068965517243,5,3,5,535,Loyal Customers
12767.0,11,1,949.82,22.088837209302326,5,1,3,513,New Customers
12768.0,86,1,168.69000000000003,16.869000000000003,2,1,1,211,Lost Customers
12770.0,92,1,1895.0,118.4375,2,1,4,214,Cannot Lose Them
12771.0,121,1,282.3,18.82,2,1,2,212,Lost Customers
12773.0,200,1,124.25,20.708333333333332,1,1,1,111,Lost Customers
12774.0,171,1,98.7,16.45,2,1,1,211,Lost Customers
12775.0,24,2,300.08,20.005333333333333,4,2,2,422,New Customers
12776.0,303,1,55.5,13.875,1,1,1,111,Lost Customers
12777.0,93,1,519.45,19.978846153846156,2,1,3,213,Cannot Lose Them
12778.0,32,3,953.45,14.89765625,4,3,3,433,Loyal Customers
12779.0,7,7,2740.91,21.413359375,5,5,5,555,Champions
12780.0,234,1,337.4,16.869999999999997,1,1,2,112,Lost Customers
12782.0,10,6,2287.32,18.446129032258067,5,4,5,545,Champions
12784.0,165,1,1230.33,17.087916666666665,2,1,4,214,Cannot Lose Them
12785.0,171,2,788.45,18.77261904761905,2,2,3,223,Cannot Lose Them
12786.0,245,1,728.5,40.47222222222222,1,1,3,113,Cannot Lose Them
12787.0,49,1,398.52,16.605,3,1,2,312,Others
12788.0,99,4,444.9,17.111538461538462,2,4,2,242,At Risk
12789.0,148,2,181.5,45.375,2,2,1,221,Lost Customers
12790.0,46,1,266.93,16.683125,3,1,2,312,Others
12791.0,9,6,863.51,30.839642857142856,5,4,3,543,Loyal Customers
12792.0,170,1,426.47,19.385,2,1,2,212,Lost Customers
12793.0,7,2,471.85,17.475925925925928,5,2,2,522,New Customers
12796.0,264,1,381.0,54.42857142857143,1,1,2,112,Lost Customers
12797.0,1,2,552.08,18.40266666666667,5,2,3,523,New Customers
12798.0,57,1,1533.8899999999999,61.355599999999995,3,1,4,314,Potential Loyalists
12799.0,165,1,219.35,14.623333333333333,2,1,1,211,Lost Customers
12800.0,106,3,584.25,17.183823529411764,2,3,3,233,At Risk
12801.0,136,1,1071.82,21.4364,2,1,4,214,Cannot Lose Them
12802.0,78,6,1988.84,17.600353982300884,2,4,4,244,At Risk
12803.0,29,1,1092.81,19.869272727272726,4,1,4,414,New Customers
12804.0,101,2,327.02,4.88089552238806,2,2,2,222,Lost Customers
12805.0,17,4,1434.95,24.74051724137931,4,4,4,444,Champions
12806.0,71,4,2878.96,42.96955223880597,3,4,5,345,Loyal Customers
12807.0,19,1,330.35,20.646875,4,1,2,412,New Customers
12808.0,4,3,422.45,16.248076923076923,5,3,2,532,Others
12809.0,201,2,1266.63,22.618392857142858,1,2,4,124,Cannot Lose Them
12810.0,170,2,534.99,16.7184375,2,2,3,223,Cannot Lose Them
12811.0,14,2,519.05,20.761999999999997,5,2,3,523,New Customers
12813.0,137,3,1687.8,37.50666666666667,2,3,4,234,At Risk
12817.0,35,2,524.94,24.997142857142858,4,2,3,423,New Customers
12819.0,94,1,540.52,28.448421052631577,2,1,3,213,Cannot Lose Them
12820.0,33,7,1747.18,17.4718,4,5,4,454,Champions
12821.0,247,1,128.07999999999998,18.297142857142855,1,1,1,111,Lost Customers
12823.0,30,13,4742.0,364.7692307692308,4,5,5,455,Champions
12825.0,157,2,518.63,21.609583333333333,2,2,3,223,Cannot Lose Them
12826.0,1,6,1481.03,19.747066666666665,5,4,4,544,Champions
12829.0,186,1,92.30000000000001,11.537500000000001,1,1,1,111,Lost Customers
12831.0,99,2,236.06,18.158461538461538,2,2,1,221,Lost Customers
12835.0,63,41,6043.31,9.747274193548387,3,5,5,355,Loyal Customers
12836.0,25,11,3972.76,16.62242677824268,4,5,5,455,Champions
12837.0,205,1,554.31,6.928875,1,1,3,113,Cannot Lose Them
12838.0,9,9,2715.35,9.051166666666667,5,5,5,555,Champions
12839.0,3,13,4480.31,17.100419847328247,5,5,5,555,Champions
12840.0,73,3,1315.2,20.876190476190477,2,3,4,234,At Risk
12841.0,5,17,3518.33,12.476347517730495,5,5,5,555,Champions
12842.0,40,2,799.0,57.07142857142857,3,2,3,323,Potential Loyalists
12843.0,18,22,4886.15,41.40805084745762,4,5,5,455,Champions
12844.0,78,2,322.64,6.3262745098039215,2,2,2,222,Lost Customers
12846.0,318,1,15.58,15.58,1,1,1,111,Lost Customers
12847.0,23,1,765.36,21.867428571428572,4,1,3,413,New Customers
12848.0,311,1,208.0,13.0,1,1,1,111,Lost Customers
12849.0,17,4,2039.67,21.027525773195876,4,4,4,444,Champions
12850.0,81,1,330.0,165.0,2,1,2,212,Lost Customers
12851.0,113,1,148.95,4.965,2,1,1,211,Lost Customers
12853.0,63,5,1950.4,27.862857142857145,3,4,4,344,Loyal Customers
12854.0,197,4,1669.52,10.771096774193548,1,4,4,144,At Risk
12855.0,8,4,612.84,9.146865671641791,5,4,3,543,Loyal Customers
12857.0,72,4,2581.6,34.42133333333333,2,4,5,245,At Risk
12858.0,19,1,177.92,3.631020408163265,4,1,1,411,New Customers
12859.0,94,1,575.1,27.385714285714286,2,1,3,213,Cannot Lose Them
12860.0,329,1,55.47,3.262941176470588,1,1,1,111,Lost Customers
12861.0,255,1,68.25,17.0625,1,1,1,111,Lost Customers
12862.0,61,2,1008.3199999999999,7.581353383458646,3,2,4,324,Potential Loyalists
12863.0,15,5,2271.35,52.82209302325581,5,4,5,545,Champions
12864.0,144,1,152.45,38.1125,2,1,1,211,Lost Customers
12865.0,14,2,1755.24,17.5524,5,2,4,524,New Customers
12866.0,110,2,668.23,18.06027027027027,2,2,3,223,Cannot Lose Them
12867.0,33,6,3876.47,7.38375238095238,4,4,5,445,Champions
12868.0,9,3,640.0,16.41025641025641,5,3,3,533,Loyal Customers
12869.0,317,1,337.66999999999996,9.126216216216216,1,1,2,112,Lost Customers
12870.0,11,3,1676.95,18.031720430107526,5,3,4,534,Loyal Customers
12871.0,75,1,363.38,51.91142857142857,2,1,2,212,Lost Customers
12872.0,1,11,3085.52,8.339243243243244,5,5,5,555,Champions
12873.0,33,2,1653.3,53.332258064516125,4,2,4,424,New Customers
12874.0,21,2,948.42,19.75875,4,2,3,423,New Customers
12875.0,107,3,1013.76,168.96,2,3,4,234,At Risk
12876.0,30,2,1863.77,21.92670588235294,4,2,4,424,New Customers
12877.0,37,8,1419.4,11.539837398373985,3,5,4,354,Loyal Customers
12880.0,17,2,640.13,17.781388888888888,4,2,3,423,New Customers
12887.0,19,1,222.4,17.107692307692307,4,1,1,411,New Customers
12889.0,17,4,385.46000000000004,15.418400000000002,4,4,2,442,Others
12890.0,23,1,336.8,5.908771929824562,4,1,2,412,New Customers
12891.0,94,8,509.5,63.6875,2,5,3,253,At Risk
12892.0,32,1,263.38,14.632222222222222,4,1,2,412,New Customers
12894.0,211,1,157.35,7.492857142857143,1,1,1,111,Lost Customers
12897.0,17,2,297.75,29.775,4,2,2,422,New Customers
12898.0,99,2,310.96000000000004,9.717500000000001,2,2,2,222,Lost Customers
12899.0,49,1,366.4,21.552941176470586,3,1,2,312,Others
12900.0,58,1,340.33,26.179230769230767,3,1,2,312,Others
12903.0,64,1,833.53,20.33,3,1,3,313,Potential Loyalists
12905.0,212,2,1018.42,18.85962962962963,1,2,4,124,Cannot Lose Them
12907.0,31,2,508.91,20.3564,4,2,3,423,New Customers
12908.0,16,3,1026.0,342.0,4,3,4,434,Loyal Customers
12909.0,60,3,924.52,13.798805970149253,3,3,3,333,Loyal Customers
12910.0,15,5,2721.48,43.89483870967742,5,4,5,545,Champions
12911.0,187,1,1680.47,6.77608870967742,1,1,4,114,Cannot Lose Them
12913.0,4,9,4217.2300000000005,91.67891304347827,5,5,5,555,Champions
12914.0,36,1,223.98,24.886666666666667,4,1,1,411,New Customers
12915.0,8,3,811.1,15.903921568627451,5,3,3,533,Loyal Customers
12916.0,78,3,1647.87,21.40090909090909,2,3,4,234,At Risk
12917.0,36,5,3765.2,78.44166666666666,4,4,5,445,Champions
12920.0,207,3,323.86,10.120625,1,3,2,132,At Risk
12921.0,2,39,19333.95,23.751781326781327,5,5,5,555,Champions
12923.0,26,2,612.9,18.57272727272727,4,2,3,423,New Customers
12924.0,29,8,1535.7,34.90227272727273,4,5,4,454,Champions
12925.0,228,1,35.28,7.056,1,1,1,111,Lost Customers
12926.0,47,4,1548.46,5.651313868613139,3,4,4,344,Loyal Customers
12927.0,30,1,197.31,17.937272727272727,4,1,1,411,New Customers
12928.0,14,7,2242.19,23.602,5,5,5,555,Champions
12931.0,16,42,50291.38,369.7895588235294,4,5,5,455,Champions
12932.0,175,8,1698.56,17.87957894736842,2,5,4,254,At Risk
12933.0,16,5,1079.5,5.681578947368421,4,4,4,444,Champions
12934.0,372,1,181.65,90.825,1,1,1,111,Lost Customers
12935.0,11,8,2083.16,16.66528,5,5,4,554,Champions
12937.0,99,5,1593.34,16.426185567010307,2,4,4,244,At Risk
12939.0,15,12,13683.0,350.84615384615387,5,5,5,555,Champions
12941.0,360,1,377.49,13.981111111111112,1,1,2,112,Lost Customers
12942.0,1,1,258.75,16.171875,5,1,2,512,New Customers
12943.0,194,2,496.5,19.86,1,2,2,122,Lost Customers
12945.0,292,1,437.16,15.612857142857143,1,1,2,112,Lost Customers
12946.0,72,1,324.45,16.2225,2,1,2,212,Lost Customers
