CustomerID,Recency,Frequency,Monetary,AvgOrderValue,TotalItems,R_Score,F_Score,M_Score,RFM_Score,RFM_Avg,Segment,Recency_log,Frequency_log,Monetary_log,AvgOrderValue_log,Cluster,Cluster_Name,PCA1,PCA2
12379.0,58,2,767.98,18.73121951219512,41,3,2,3,323,2.6666666666666665,Potential Loyalists,4.07753744390572,1.0986122886681098,6.645064961365095,2.9822021281697304,3,Regular Customers,-0.3165501318842226,0.0483324622919194
12380.0,101,7,6951.49,40.18202312138728,173,2,5,5,255,4.0,At Risk,4.624972813284271,2.0794415416798357,8.84685514777555,3.718001829129809,3,Regular Customers,1.3934871698402285,1.542275095350165
12385.0,15,1,1938.4,29.821538461538463,65,5,1,4,514,3.333333333333333,New Customers,2.772588722239781,0.6931471805599453,7.570133925870446,3.428213746282027,0,New Potentials,0.2574717654159411,-0.6649680684008155
12386.0,2,1,258.90000000000003,32.362500000000004,8,5,1,2,512,2.6666666666666665,New Customers,1.0986122886681098,0.6931471805599453,5.560296941647445,3.5074325147306427,0,New Potentials,-0.045700691318427446,-2.4489142750005177
12387.0,51,1,143.94,15.993333333333332,9,3,1,1,311,1.6666666666666667,Others,3.9512437185814275,0.6931471805599453,4.976319863681136,2.8328211102798595,2,Regular Customers,-1.4197154123920712,-0.758445369794573
12388.0,81,2,1120.45,24.35760869565217,46,2,2,4,224,2.6666666666666665,Cannot Lose Them,4.406719247264253,1.0986122886681098,7.022377769818835,3.2330788307875524,3,Regular Customers,-0.26538107130376726,0.3931086456416835
12389.0,38,3,1433.33,29.251632653061225,49,3,3,4,334,3.333333333333333,Loyal Customers,3.6635616461296463,1.3862943611198906,7.268453120207762,3.4095501550224383,3,Regular Customers,0.39571214811916877,0.09890244859777891
12391.0,100,5,2312.53,12.776408839779007,181,2,4,5,245,3.6666666666666665,At Risk,4.61512051684126,1.791759469228055,7.746529775628442,2.622957624929308,3,Regular Customers,0.6195223936449326,1.0507817185290174
12392.0,227,1,234.75000000000003,33.53571428571429,7,1,1,1,111,1.0,Lost Customers,5.429345628954441,0.6931471805599453,5.462771921513567,3.5419939852780904,2,Regular Customers,-1.759547988327588,0.3830986292170503
12393.0,18,2,816.85,18.996511627906976,43,4,2,3,423,3.0,New Customers,2.9444389791664403,1.0986122886681098,6.706678945704534,2.9955578397366462,0,New Potentials,0.14888683479406498,-0.6804871804570206
12395.0,7,4,2048.64,20.90448979591837,98,5,4,4,544,4.333333333333333,Champions,2.0794415416798357,1.6094379124341003,7.625419446955157,3.0866916293223112,1,VIP Champions,1.374906808947145,-0.73998424083274
12396.0,310,1,931.43,14.329692307692309,65,1,1,3,113,1.6666666666666667,Cannot Lose Them,5.739792912179234,0.6931471805599453,6.837794081676172,2.7297916214293445,2,Regular Customers,-1.2306363089525834,1.0513479378116364
12399.0,21,3,853.65,16.738235294117647,51,4,3,3,433,3.333333333333333,Loyal Customers,3.091042453358316,1.3862943611198906,6.750692028402277,2.8757224958407797,0,New Potentials,0.3720207643980044,-0.45412512373051594
12400.0,50,1,205.25,18.65909090909091,11,3,1,1,311,1.6666666666666667,Others,3.9318256327243257,0.6931471805599453,5.32908902521479,2.9785398730136183,2,Regular Customers,-1.2458684019015278,-0.6525354235598817
12402.0,28,5,1031.3,17.47966101694915,59,4,4,4,444,4.0,Champions,3.367295829986474,1.791759469228055,6.939544601471544,2.9166707228066167,3,Regular Customers,0.7195045772078023,-0.046333963256686955
12403.0,157,1,591.6600000000001,147.91500000000002,4,2,1,3,213,2.0,Cannot Lose Them,5.062595033026967,0.6931471805599453,6.3846208787485486,5.003375673366996,2,Regular Customers,-1.1835536396129513,0.45081658187520146
12404.0,318,1,63.24,63.24,1,1,1,1,111,1.0,Lost Customers,5.765191102784844,0.6931471805599453,4.162626069638506,4.162626069638506,2,Regular Customers,-2.502047933451748,0.16758760215235113
12406.0,35,3,2975.06,48.771475409836064,61,4,3,5,435,4.0,Loyal Customers,3.58351893845611,1.3862943611198906,7.998355557040069,3.9074420369927765,3,Regular Customers,0.7707659540416996,0.29166548654724134
12408.0,21,3,1452.22,26.892962962962965,54,4,3,4,434,3.6666666666666665,Loyal Customers,3.091042453358316,1.3862943611198906,7.281537062982867,3.3283744334638965,3,Regular Customers,0.6223714555500801,-0.27542283024696274
12409.0,56,4,12346.62,79.65561290322582,155,3,4,5,345,4.0,Loyal Customers,4.04305126783455,1.6094379124341003,9.421218610934066,4.390188397973792,3,Regular Customers,1.4655936593616308,1.1635054910348728
12410.0,138,1,320.38,22.884285714285717,14,2,1,2,212,1.6666666666666667,Lost Customers,4.9344739331306915,0.6931471805599453,5.772624223613607,3.1732207411942417,2,Regular Customers,-1.4228340244429014,0.16004163535133167
12411.0,45,1,346.9,15.768181818181818,22,3,1,2,312,2.0,Others,3.828641396489095,0.6931471805599453,5.8519150821578965,2.819483151244314,0,New Potentials,-0.9595611699113589,-0.5447904999810769
12412.0,38,3,1370.05,20.758333333333333,66,3,3,4,334,3.333333333333333,Loyal Customers,3.6635616461296463,1.3862943611198906,7.223332148627434,3.0799968259170827,3,Regular Customers,0.3744327432368888,0.08371304193415359
12413.0,38,1,241.35,18.565384615384616,13,3,1,1,311,1.6666666666666667,Others,3.6635616461296463,0.6931471805599453,5.490382962291385,2.9737619138072375,0,New Potentials,-1.0664869810348663,-0.7756984040506366
12414.0,99,3,390.0,39.0,10,2,3,2,232,2.333333333333333,At Risk,4.605170185988092,1.3862943611198906,5.968707559985366,3.6888794541139363,2,Regular Customers,-0.5798907270545883,0.2842473066253031
12415.0,11,7,19543.84,92.18792452830188,212,5,5,5,555,5.0,Champions,2.4849066497880004,2.0794415416798357,9.880466591956658,4.534618148150281,1,VIP Champions,2.70512957623969,0.47454228546806737
12416.0,292,1,202.56,18.41454545454545,11,1,1,1,111,1.0,Lost Customers,5.680172609017068,0.6931471805599453,5.315960801720632,2.966022550833615,2,Regular Customers,-1.9253838518892532,0.49960223273031357
12417.0,46,11,3167.81,17.796685393258425,178,3,5,5,355,4.333333333333333,Loyal Customers,3.8501476017100584,2.4849066497880004,8.061111402071473,2.933680545422435,1,VIP Champions,1.6861354978042504,0.9266768168400707
12418.0,49,3,1352.62,19.891470588235293,68,3,3,4,334,3.333333333333333,Loyal Customers,3.912023005428146,1.3862943611198906,7.210537764156515,3.0393409698468563,3,Regular Customers,0.27271127432713743,0.24376679834541587
12419.0,21,2,503.01,20.1204,25,4,2,2,422,2.6666666666666665,New Customers,3.091042453358316,1.0986122886681098,6.222596109144375,3.050239398052652,0,New Potentials,-0.13587042394725493,-0.7464672257316836
12421.0,51,2,291.56,14.578,20,3,2,2,322,2.333333333333333,Others,3.9512437185814275,1.0986122886681098,5.678669773841126,2.745859662497757,0,New Potentials,-0.7236714096450043,-0.3605374505484111
12422.0,30,14,4428.24,33.29503759398496,133,4,5,5,455,4.666666666666667,Champions,3.4339872044851463,2.70805020110221,8.395983290759423,3.535000667145026,1,VIP Champions,2.20510514518713,0.8529747495678123
12423.0,23,2,763.08,19.077,40,4,2,3,423,3.0,New Customers,3.1780538303479458,1.0986122886681098,6.638672495726482,2.9995748812714416,0,New Potentials,0.026844614840020903,-0.5488410527151812
12424.0,58,2,1579.07,25.468870967741932,62,3,2,4,324,3.0,Potential Loyalists,4.07753744390572,1.0986122886681098,7.365224428837097,3.275969362051733,3,Regular Customers,0.023082733974213634,0.2907650746885292
12425.0,84,1,964.21,17.53109090909091,55,2,1,3,213,2.0,Cannot Lose Them,4.442651256490317,0.6931471805599453,6.872345694244244,2.919449911154249,2,Regular Customers,-0.7147857911791378,0.20490111736842148
12426.0,298,1,762.48,16.222978723404257,47,1,1,3,113,1.6666666666666667,Cannot Lose Them,5.700443573390687,0.6931471805599453,6.6378869291616915,2.8462444644934,2,Regular Customers,-1.309759860636883,0.9580215498967914
12427.0,7,1,303.5,30.35,10,5,1,2,512,2.6666666666666665,New Customers,2.0794415416798357,0.6931471805599453,5.718671087149952,3.4452142670789296,0,New Potentials,-0.3487475478552514,-1.746766711300149
12429.0,1,5,3735.51,49.15144736842105,76,5,4,5,545,4.666666666666667,Champions,0.6931471805599453,1.791759469228055,8.225907299668116,3.9150473747775427,1,VIP Champions,2.356032519297858,-1.38228462690604
12431.0,9,13,4370.52,25.708941176470592,170,5,5,5,555,5.0,Champions,2.302585092994046,2.6390573296152584,8.382866053699123,3.2849983848711535,1,VIP Champions,2.572569829527854,0.07264452250195307
12433.0,2,5,7205.39,25.19367132867133,286,5,4,5,545,4.666666666666667,Champions,1.0986122886681098,1.791759469228055,8.882723411408882,3.2655178292477967,1,VIP Champions,2.509639278425146,-0.8929546552933807
12434.0,17,1,297.29,14.8645,20,4,1,2,412,2.333333333333333,New Customers,2.8903717578961645,0.6931471805599453,5.698066167660092,2.7640839086229847,0,New Potentials,-0.6707707543400662,-1.2172608939833671
12435.0,32,4,6096.04,80.21105263157895,76,4,4,5,445,4.333333333333333,Champions,3.4965075614664802,1.6094379124341003,8.71555868648987,4.39705135405712,3,Regular Customers,1.3432840195795648,0.5644073081250164
12437.0,31,21,7731.99,21.24173076923077,364,4,5,5,455,4.666666666666667,Champions,3.4657359027997265,3.091042453358316,8.953250871449011,3.1019702887118776,1,VIP Champions,2.8002805437779985,1.214095265930525
12439.0,318,2,1158.18,16.085833333333333,72,1,2,4,124,2.333333333333333,Cannot Lose Them,5.765191102784844,1.0986122886681098,7.055468137579511,2.838249660106955,3,Regular Customers,-0.7729506101683941,1.3028971112287318
12440.0,98,2,859.2,26.85,32,2,2,3,223,2.333333333333333,Cannot Lose Them,4.59511985013459,1.0986122886681098,6.757164920349636,3.326832966373293,3,Regular Customers,-0.4630144503194399,0.4284578364838357
12441.0,2,1,173.55,15.77727272727273,11,5,1,1,511,2.333333333333333,New Customers,1.0986122886681098,0.6931471805599453,5.162211233551045,2.8200251566776373,0,New Potentials,-0.2334410405117417,-2.5829248136807115
12443.0,368,1,485.31,23.11,21,1,1,2,112,1.3333333333333333,Lost Customers,5.910796644040527,0.6931471805599453,6.186846280636522,3.1826266921930797,2,Regular Customers,-1.6034854334779625,0.9453360318367575
12445.0,56,1,301.58000000000004,15.079000000000002,20,3,1,2,312,2.0,Others,4.04305126783455,0.6931471805599453,5.7123457053166895,2.7775140727622745,2,Regular Customers,-1.1079567993090862,-0.4499395052185819
12449.0,46,2,768.6,76.86,10,3,2,3,323,2.6666666666666665,Potential Loyalists,3.8501476017100584,1.0986122886681098,6.645870899351497,4.35491234218231,0,New Potentials,-0.2285975795464483,-0.10181793671135037
12450.0,35,3,490.32,16.90758620689655,29,4,3,2,432,3.0,Others,3.58351893845611,1.3862943611198906,6.197095646670894,2.8852244335055786,0,New Potentials,-0.07872237895501522,-0.3147059706093077
12451.0,99,3,3634.36,23.1487898089172,157,2,3,5,235,3.333333333333333,At Risk,4.605170185988092,1.3862943611198906,8.198463422202693,3.184234267410962,3,Regular Customers,0.4716796651363062,1.0348665279230045
12454.0,31,4,13151.44,526.0576,25,4,4,5,445,4.333333333333333,Champions,3.4657359027997265,1.6094379124341003,9.48436257172419,6.267309840481494,1,VIP Champions,1.7177087685505108,0.8028595484836902
12455.0,81,4,3413.09,24.913065693430656,137,2,4,5,245,3.6666666666666665,At Risk,4.406719247264253,1.6094379124341003,8.135666265045577,3.2547473084326533,3,Regular Customers,0.7192611120545899,0.9713121784806511
12457.0,71,1,632.6800000000001,28.75818181818182,22,3,1,3,313,2.333333333333333,Potential Loyalists,4.276666119016055,0.6931471805599453,6.451544095156025,3.3931041132793673,2,Regular Customers,-0.8493148715640821,-0.046558037048514474
12458.0,63,2,830.09,18.045434782608694,46,3,2,3,323,2.6666666666666665,Potential Loyalists,4.1588830833596715,1.0986122886681098,6.7227380922401725,2.9468274288959595,3,Regular Customers,-0.3112467375213822,0.12829147408232183
12459.0,241,1,454.36,19.754782608695653,23,1,1,2,112,1.3333333333333333,Lost Customers,5.488937726156687,0.6931471805599453,6.121088314901487,3.0327767072846767,2,Regular Customers,-1.4720309343022946,0.6441335940767805
12460.0,92,1,326.65,18.147222222222226,18,2,1,2,212,1.6666666666666667,Lost Customers,4.532599493153256,0.6931471805599453,5.791945965485506,2.9521576514354964,2,Regular Customers,-1.2589516963767349,-0.09929976609231196
12466.0,318,1,56.73,56.73,1,1,1,1,111,1.0,Lost Customers,5.765191102784844,0.6931471805599453,4.055776969072842,4.055776969072842,2,Regular Customers,-2.55243880919334,0.13161819849611298
12467.0,59,1,132.8,14.755555555555556,9,3,1,1,311,1.6666666666666667,Others,4.0943445622221,0.6931471805599453,4.896346147694128,2.757193036761808,2,Regular Customers,-1.5125426988090782,-0.6907042118212183
12468.0,162,3,2941.2,26.260714285714283,112,2,3,5,235,3.333333333333333,At Risk,5.093750200806762,1.3862943611198906,7.986912879816112,3.3054466286292206,3,Regular Customers,0.1837486385271734,1.2868535317762995
12469.0,158,2,3070.54,40.40184210526316,76,2,2,5,225,3.0,Cannot Lose Them,5.0689042022202315,1.0986122886681098,8.029934343472139,3.723325375137594,3,Regular Customers,-0.045230401852601396,1.1703349103657565
12470.0,325,1,211.95,9.215217391304348,23,1,1,1,111,1.0,Lost Customers,5.786897381366708,0.6931471805599453,5.3610573963692225,2.323878509619675,2,Regular Customers,-1.945217829750589,0.5853834317566988
12471.0,10,49,20139.74,29.74850812407681,677,5,5,5,555,5.0,Champions,2.3978952727983707,3.912023005428146,9.91049990839795,3.4258414767853886,1,VIP Champions,4.401637063823407,1.1568926354664966
12472.0,5,13,11308.48,19.77006993006993,572,5,5,5,555,5.0,Champions,1.791759469228055,2.6390573296152584,9.333396591041696,3.0335130047610206,1,VIP Champions,3.2175768683859753,0.05471002870256309
12474.0,14,13,5048.66,17.652657342657342,286,5,5,5,555,5.0,Champions,2.70805020110221,2.6390573296152584,8.527076193270187,2.9259886208008044,1,VIP Champions,2.48442758270888,0.3894121512220825
12475.0,45,1,426.26,17.0504,25,3,1,2,312,2.0,Others,3.828641396489095,0.6931471805599453,6.057392727222088,2.893167845198166,0,New Potentials,-0.8626562972892308,-0.4756190393087891
12476.0,32,12,7298.99,25.79148409893993,283,4,5,5,455,4.666666666666667,Champions,3.4965075614664802,2.5649493574615367,8.89562825727253,3.288084079518957,1,VIP Champions,2.287911249225913,1.0055442034635977
12477.0,35,3,7056.63,26.72965909090909,264,4,3,5,435,4.0,Loyal Customers,3.58351893845611,1.3862943611198906,8.861864580078436,3.3225025656793825,3,Regular Customers,1.1780035971412686,0.5823549209555645
12480.0,35,3,2183.2200000000003,24.809318181818185,88,4,3,5,435,4.0,Loyal Customers,3.58351893845611,1.3862943611198906,7.689014064392341,3.25073559655936,3,Regular Customers,0.6248780744506992,0.18752957002793086
12481.0,1,6,6765.07,38.87971264367816,174,5,4,5,545,4.666666666666667,Champions,0.6931471805599453,1.9459101490553132,8.819675695134018,3.685867739543058,1,VIP Champions,2.774752787548263,-1.1210116770368623
12482.0,212,29,23691.4,116.1343137254902,204,1,5,5,155,3.6666666666666665,At Risk,5.3612921657094255,3.4011973816621555,10.072909600590481,4.763321256931677,1,VIP Champions,2.877359594236824,2.968467232897702
12483.0,14,11,2635.6,41.18125,64,5,5,5,555,5.0,Champions,2.70805020110221,2.4849066497880004,7.8772454873238695,3.7419758095095794,1,VIP Champions,2.0392678881437067,0.10926653078388929
12484.0,119,6,1828.43,14.173875968992249,129,2,4,4,244,3.333333333333333,At Risk,4.787491742782046,1.9459101490553132,7.51175972190709,2.719575262966057,3,Regular Customers,0.5811137418477339,1.147163725295264
12485.0,165,1,708.1,20.826470588235296,34,2,1,3,213,2.0,Cannot Lose Them,5.111987788356544,0.6931471805599453,6.563996560309951,3.0831234803599266,2,Regular Customers,-1.1179808155597466,0.543875175743552
12486.0,67,1,1037.28,21.16897959183673,49,3,1,4,314,2.6666666666666665,Potential Loyalists,4.219507705176107,0.6931471805599453,6.945320776868279,3.098693996039275,0,New Potentials,-0.5944330361440058,0.08185453529623357
12487.0,366,1,285.3,142.65,2,1,1,2,112,1.3333333333333333,Lost Customers,5.905361848054571,0.6931471805599453,5.65704021210407,4.967379785425298,2,Regular Customers,-1.8512530893025356,0.7633882961158994
12490.0,14,11,4405.71,20.302811059907835,217,5,5,5,555,5.0,Champions,2.70805020110221,2.4849066497880004,8.390883658274694,3.0588390386510524,1,VIP Champions,2.2815036871490095,0.28217635039278854
12492.0,39,1,452.0,20.545454545454547,22,3,1,2,312,2.0,Others,3.6888794541139363,0.6931471805599453,6.115892125483034,3.070164868336761,0,New Potentials,-0.7812423468875737,-0.5483805237750533
12494.0,1,3,626.77,18.43441176470588,34,5,3,3,533,3.6666666666666665,Loyal Customers,0.6931471805599453,1.3862943611198906,6.4421738573469876,2.967045297044279,0,New Potentials,1.1499995422903306,-2.144226689346591
12495.0,276,1,357.4,21.023529411764702,17,1,1,2,112,1.3333333333333333,Lost Customers,5.6240175061873385,0.6931471805599453,5.881649681100775,3.092111400547221,2,Regular Customers,-1.6369740542963758,0.6528868454082851
12496.0,256,2,54.09,4.160769230769231,13,1,2,1,121,1.3333333333333333,Lost Customers,5.54907608489522,1.0986122886681098,4.008968211484625,1.64108564411326,2,Regular Customers,-2.1264736222430467,0.1343680432777174
12497.0,36,2,5205.400000000001,121.05581395348838,43,4,2,5,425,3.6666666666666665,New Customers,3.6109179126442243,1.0986122886681098,8.557643917024718,4.804478431537999,3,Regular Customers,0.7651418357127592,0.3835024259884344
12499.0,196,1,393.72,14.582222222222224,27,1,1,2,112,1.3333333333333333,Lost Customers,5.2832037287379885,0.6931471805599453,5.9781766527810465,2.7461306632767597,2,Regular Customers,-1.4601968393798264,0.45992813370087204
12500.0,71,8,1697.39,19.96929411764706,85,3,5,4,354,4.0,Loyal Customers,4.276666119016055,2.1972245773362196,7.437436022477224,3.0430591828139835,3,Regular Customers,0.9689073051477834,0.8843073337857402
12503.0,220,1,1126.0,563.0,2,1,1,4,114,2.0,Cannot Lose Them,5.3981627015177525,0.6931471805599453,7.027314514039777,6.335054251498059,2,Regular Customers,-1.00968822189833,0.8891542206265778
12504.0,53,2,297.0,27.0,11,3,2,2,322,2.333333333333333,Others,3.9889840465642745,1.0986122886681098,5.697093486505405,3.332204510175204,0,New Potentials,-0.7295172119156416,-0.3293695605832013
12505.0,44,1,955.2,22.742857142857144,42,3,1,3,313,2.333333333333333,Potential Loyalists,3.8066624897703196,0.6931471805599453,6.862967096192003,3.1672817333660346,0,New Potentials,-0.4742765672404517,-0.21897194475004464
12507.0,220,1,539.25,19.258928571428573,28,1,1,3,113,1.6666666666666667,Cannot Lose Them,5.3981627015177525,0.6931471805599453,6.292031995386996,3.008595613484747,2,Regular Customers,-1.3564532375722533,0.641630623565094
12510.0,95,7,4195.45,37.459375,112,2,5,5,255,4.0,At Risk,4.564348191467836,2.0794415416798357,8.341994208761088,3.6496024893785646,3,Regular Customers,1.178738560659877,1.3322159458842193
12511.0,64,1,3084.02,16.231684210526314,190,3,1,5,315,3.0,Potential Loyalists,4.174387269895637,0.6931471805599453,8.034313419300645,2.8467497944874274,3,Regular Customers,-0.0634787458476254,0.4186023614477435
12514.0,277,1,580.08,17.578181818181818,33,1,1,3,113,1.6666666666666667,Cannot Lose Them,5.627621113690637,0.6931471805599453,6.364888441004683,2.9219878716642267,2,Regular Customers,-1.4104626792451533,0.8179469253427298
12516.0,66,2,1336.56,27.845,48,3,2,4,324,3.0,Potential Loyalists,4.204692619390966,1.0986122886681098,7.198602337577074,3.3619366677088527,3,Regular Customers,-0.10446760533865479,0.3187888558850995
12519.0,112,1,385.7000000000001,17.531818181818185,22,2,1,2,212,1.6666666666666667,Lost Customers,4.727387818712341,0.6931471805599453,5.957649198613252,2.919489156466892,2,Regular Customers,-1.255821705792536,0.08533746744595078
12523.0,10,12,2582.38,17.933194444444446,144,5,5,5,555,5.0,Champions,2.3978952727983707,2.5649493574615367,7.85685389803225,2.9409167013513384,1,VIP Champions,2.2211150934658814,-0.07089420274065664
12524.0,24,9,6640.39,69.17072916666667,96,4,5,5,455,4.666666666666667,Champions,3.2188758248682006,2.302585092994046,8.801076557911871,4.2509312606405425,1,VIP Champions,2.114183829502866,0.6855742995513847
12525.0,134,3,973.73,16.228833333333334,60,2,3,3,233,2.6666666666666665,At Risk,4.90527477843843,1.3862943611198906,6.882160509570649,2.8465843368911594,3,Regular Customers,-0.2646755345238457,0.790273313887624
12527.0,130,2,386.8,27.62857142857143,14,2,2,2,222,2.0,Lost Customers,4.875197323201151,1.0986122886681098,5.9604897428085515,3.3544052201553964,2,Regular Customers,-0.9465962733328751,0.3455425208532503
12529.0,164,1,316.48,15.07047619047619,21,2,1,2,212,1.6666666666666667,Lost Customers,5.10594547390058,0.6931471805599453,5.760414824222675,2.776983811574003,2,Regular Customers,-1.4946292605345828,0.26936242811718586
12530.0,51,5,2096.98,22.793260869565216,92,3,4,4,344,3.6666666666666665,Loyal Customers,3.9512437185814275,1.791759469228055,7.648730256022339,3.1694023838400325,3,Regular Customers,0.82907186562163,0.5786945261339407
12531.0,322,1,1807.98,16.43618181818182,110,1,1,4,114,2.0,Cannot Lose Them,5.777652323222656,0.6931471805599453,7.500518429502228,2.8585474620679245,2,Regular Customers,-0.9326707283053641,1.299490295107431
12533.0,263,2,1367.89,18.998472222222222,72,1,2,4,124,2.333333333333333,Cannot Lose Them,5.575949103146316,1.0986122886681098,7.221755471439273,2.9956558817473224,3,Regular Customers,-0.621647242888592,1.233689295513365
12537.0,44,1,732.94,17.04511627906977,43,3,1,3,313,2.333333333333333,Potential Loyalists,3.8066624897703196,0.6931471805599453,6.598427281404094,2.892875081912714,0,New Potentials,-0.5990356233776544,-0.3080259408143836
12538.0,14,1,276.5,21.26923076923077,13,5,1,2,512,2.6666666666666665,New Customers,2.70805020110221,0.6931471805599453,5.625820933186489,3.103205939551513,0,New Potentials,-0.6346264250087302,-1.3621897196703021
12539.0,86,3,5646.400000000001,24.443290043290045,231,2,3,5,235,3.333333333333333,At Risk,4.465908118654584,1.3862943611198906,8.638950541235412,3.2364520557111107,3,Regular Customers,0.7330495152935581,1.0910270721555801
12540.0,14,16,8854.25,30.21928327645051,293,5,5,5,555,5.0,Champions,2.70805020110221,2.833213344056216,9.08876578245533,3.4410359576312772,1,VIP Champions,2.9240133461803404,0.6558177264041405
